,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
3945,326,CASH_OUT,97421.81,C1107763296,0.0,0.0,C1425969102,576226.77,673648.58,0,0
3946,307,TRANSFER,566954.46,C618455217,53088.0,0.0,C1818424002,1095535.94,1662490.4,0,0
3947,203,TRANSFER,740194.02,C2041681922,0.0,0.0,C767580413,6305070.32,7045264.34,0,0
3948,139,CASH_OUT,147581.01,C362934994,0.0,0.0,C728494166,783080.36,930661.37,0,0
3949,328,TRANSFER,663938.07,C347989155,0.0,0.0,C1547514212,3026568.52,3690506.59,0,0
3950,281,CASH_OUT,208292.23,C487713710,266.0,0.0,C1030791686,18108.24,226400.47,0,0
3951,384,CASH_OUT,317350.67,C1607538091,0.0,0.0,C659500874,806886.68,1124237.35,0,0
3952,138,TRANSFER,1353572.41,C725499718,0.0,0.0,C1040353711,3038319.93,4391892.34,0,0
3953,327,CASH_OUT,336027.6,C279466436,0.0,0.0,C575259923,1016102.6,1352130.19,0,0
3954,372,CASH_OUT,47345.02,C1053346104,340.0,0.0,C1297276607,454287.9,501632.92,0,0
3955,201,CASH_OUT,144785.52,C734888712,35350.0,0.0,C462279249,18981.4,163766.92,0,0
3956,95,CASH_OUT,70916.93,C848637300,0.0,0.0,C1762973221,573202.93,644119.86,0,0
3957,252,CASH_OUT,285474.52,C1863618391,0.0,0.0,C304805327,551659.03,837133.55,0,0
3958,132,CASH_OUT,226394.1,C2128272342,31237.92,0.0,C392849904,1901234.2,2127628.3,0,0
3959,257,CASH_OUT,98568.5,C1697642701,0.0,0.0,C1758987353,707478.83,806047.33,0,0
3960,346,CASH_OUT,42340.63,C580359649,9545.0,0.0,C783151609,411679.35,454019.98,0,0
3961,134,CASH_OUT,299857.49,C1463765567,0.0,0.0,C1277941741,30752501.32,31052358.8,0,0
3962,275,CASH_OUT,344581.49,C278188781,0.0,0.0,C259957409,3015148.85,3359730.34,0,0
3963,276,CASH_OUT,22491.54,C1120155461,0.0,0.0,C2101160428,450290.26,472781.8,0,0
3964,162,CASH_OUT,236071.85,C526070235,1666.0,0.0,C716386442,1900885.62,2136957.48,0,0
3965,329,TRANSFER,1598173.8,C781427655,533.0,0.0,C1959261112,0.0,1598173.8,0,0
3966,36,CASH_OUT,114668.37,C254914095,0.0,0.0,C1273128809,217389.14,332057.51,0,0
3967,262,CASH_OUT,73998.57,C799504935,0.0,0.0,C208483001,1505994.83,1579993.4,0,0
3968,133,CASH_OUT,30948.98,C783527951,23183.0,0.0,C1012183709,1262533.45,1293482.43,0,0
3969,185,CASH_OUT,401538.8,C919640914,636.0,0.0,C1118196338,261782.42,663321.22,0,0
3970,375,CASH_OUT,194312.39,C1590133734,9648.0,0.0,C810347271,373874.1,568186.49,0,0
3971,404,TRANSFER,659335.27,C1930375533,6091.0,0.0,C643681990,5764.83,665100.11,0,0
3972,132,CASH_OUT,94863.9,C763307268,19350.0,0.0,C2019018620,0.0,94863.9,0,0
3973,399,CASH_OUT,41925.97,C1897733997,6038.0,0.0,C100899158,721524.84,763450.81,0,0
3974,395,CASH_OUT,163286.12,C658636977,1217.07,0.0,C1022328609,166625.37,329911.48,0,0
3975,263,CASH_OUT,38392.14,C1353466341,5009.0,0.0,C1623485302,0.0,38392.14,0,0
3976,205,TRANSFER,1123485.87,C1692593519,92199.0,0.0,C247216075,232387.59,1355873.47,0,0
3977,594,CASH_OUT,85830.91,C792638810,10235.0,0.0,C1609708562,4791313.68,4877144.59,0,0
3978,286,TRANSFER,1552229.93,C1604508346,0.0,0.0,C1337593161,9902606.57,11454836.5,0,0
3979,332,CASH_OUT,13066.85,C1681265138,69761.98,56695.13,C1641934981,0.0,13066.85,0,0
3980,249,CASH_OUT,87684.73,C392243128,81800.0,0.0,C1152990150,246767.74,334452.47,0,0
3981,276,CASH_OUT,57501.76,C1888535437,0.0,0.0,C1373735737,126002.31,183504.07,0,0
3982,185,CASH_OUT,36420.17,C1435990048,66726.8,30306.63,C877362043,5551033.3,5587453.47,0,0
3983,161,TRANSFER,160556.12,C1877866443,163.0,0.0,C231255980,799175.73,1120946.84,0,0
3984,186,CASH_OUT,166441.55,C1765489350,0.0,0.0,C307303286,823136.67,765644.66,0,0
3985,378,CASH_OUT,40835.1,C75171735,0.0,0.0,C1013647648,315526.22,356361.31,0,0
3986,139,CASH_OUT,325882.5,C1218958994,31083.0,0.0,C78428989,410653.56,736536.06,0,0
3987,141,CASH_OUT,377424.33,C472888278,40191.63,0.0,C1924732488,1346149.41,1723573.74,0,0
3988,379,CASH_OUT,138651.02,C958934005,0.0,0.0,C1225036731,2232724.93,2371375.95,0,0
3989,280,CASH_OUT,149292.22,C314032306,11432.0,0.0,C1056044716,0.0,149292.22,0,0
3990,253,CASH_OUT,143493.86,C922720404,0.0,0.0,C1878034177,795054.53,938548.39,0,0
3991,161,TRANSFER,800888.16,C812101880,0.0,0.0,C710234887,1184199.56,1985087.71,0,0
3992,232,CASH_OUT,124225.91,C60516532,285.0,0.0,C158474181,4700687.65,4824913.56,0,0
3993,138,TRANSFER,629017.51,C32634787,7753.0,0.0,C1552033878,2210289.62,2839307.13,0,0
3994,573,CASH_OUT,128694.1,C1310388827,0.0,0.0,C1865917397,1890464.74,2019158.84,0,0
3995,153,CASH_OUT,189575.69,C1269425655,0.0,0.0,C114839331,1333765.92,1523341.61,0,0
3996,349,TRANSFER,167355.75,C1972055653,40638.0,0.0,C2061678627,937616.67,1104972.43,0,0
3997,17,TRANSFER,215398.75,C163039691,0.0,0.0,C1857357520,1829166.45,2350910.94,0,0
3998,20,TRANSFER,1111922.41,C611377125,99006.0,0.0,C416649323,365231.91,1477154.32,0,0
3999,208,CASH_OUT,17687.51,C176829156,11183.0,0.0,C1611525311,2974764.7,2992452.21,0,0
4000,41,CASH_OUT,231791.53,C1917381197,22402.0,0.0,C629896069,1945500.74,2177292.27,0,0
4001,306,CASH_OUT,217845.88,C1551004849,0.0,0.0,C563220816,2574177.47,2792023.34,0,0
4002,261,CASH_OUT,111027.16,C1700255162,50.0,0.0,C742671786,0.0,111027.16,0,0
4003,185,CASH_OUT,229610.92,C1603845211,0.0,0.0,C1495644694,476886.61,706497.53,0,0
4004,157,CASH_OUT,223248.85,C1075817476,0.0,0.0,C1407740824,7838059.18,8061308.03,0,0
4005,187,TRANSFER,812142.75,C1464851093,83865.47,0.0,C629482502,906778.84,1718921.59,0,0
4006,283,CASH_OUT,63924.55,C2068233031,100786.0,36861.45,C2048591692,0.0,63924.55,0,0
4007,376,CASH_OUT,356833.32,C1128571774,0.0,0.0,C1755792031,895153.95,1251987.26,0,0
4008,235,CASH_OUT,273689.34,C722649156,0.0,0.0,C1857213290,2438824.58,2712513.91,0,0
4009,129,TRANSFER,1334087.2,C1308618214,3883.0,0.0,C586213827,28189.52,1362276.72,0,0
4010,18,CASH_OUT,129127.42,C1070388018,0.0,0.0,C1862800830,568470.27,697597.69,0,0
4011,232,CASH_OUT,153540.52,C788429660,3092.0,0.0,C1835103179,0.0,153540.52,0,0
4012,347,TRANSFER,2093615.62,C1938384927,0.0,0.0,C1176134618,3312632.08,5406247.7,0,0
4013,330,TRANSFER,680509.87,C943450841,32696.0,0.0,C651573331,0.0,680509.87,0,0
4014,357,CASH_OUT,76464.74,C1481533286,220.0,0.0,C402890248,0.0,76464.74,0,0
4015,33,CASH_OUT,18023.33,C1748342919,0.0,0.0,C318931114,116738.8,134762.13,0,0
4016,42,CASH_OUT,260085.75,C1651253292,135902.0,0.0,C1034954188,0.0,260085.75,0,0
4017,212,CASH_OUT,231287.66,C804240472,30044.0,0.0,C1797323231,464135.87,695423.53,0,0
4018,188,CASH_OUT,63202.4,C1466167849,0.0,0.0,C88103475,83689.47,146891.87,0,0
4019,34,TRANSFER,500010.4,C168842262,0.0,0.0,C354381451,3377021.63,3877032.03,0,0
4020,378,TRANSFER,122615.58,C549337243,70744.0,0.0,C312025449,164242.7,286858.28,0,0
4021,279,CASH_OUT,323332.84,C882225697,53771.0,0.0,C2049481094,368076.85,691409.69,0,0
4022,210,CASH_OUT,184059.29,C2102639762,159832.0,0.0,C2012374831,3206672.89,3390732.18,0,0
4023,250,CASH_OUT,278417.15,C1256966062,21840.0,0.0,C160571471,4077726.14,4356143.29,0,0
4024,372,CASH_OUT,72529.43,C368162676,0.0,0.0,C1731135675,568571.48,641100.92,0,0
4025,400,CASH_OUT,357370.83,C186468807,0.0,0.0,C31022905,2018208.48,2375579.31,0,0
4026,138,CASH_OUT,4642.23,C1080978001,0.0,0.0,C1478533275,359799.15,364441.38,0,0
4027,234,CASH_OUT,60948.27,C1597261406,0.0,0.0,C890854577,3319457.37,3380405.64,0,0
4028,16,CASH_OUT,43009.61,C1549381446,16374.0,0.0,C348907786,220279.86,263289.47,0,0
4029,43,CASH_OUT,142866.52,C949680412,0.0,0.0,C141706120,3864425.99,4007292.51,0,0
4030,17,CASH_OUT,42084.47,C789180346,0.0,0.0,C689823546,292388.53,550972.33,0,0
4031,11,CASH_OUT,57946.29,C1727790576,0.0,0.0,C1202237868,231970.0,903177.25,0,0
4032,275,TRANSFER,889741.21,C666450918,893.0,0.0,C409438866,1028975.54,1918716.74,0,0
4033,403,CASH_OUT,105745.96,C353214882,815.0,0.0,C1515019765,0.0,105745.96,0,0
4034,160,CASH_OUT,311295.19,C604544228,27731.0,0.0,C1187717597,1684132.98,1995428.17,0,0
4035,354,CASH_OUT,23068.04,C1725037337,0.0,0.0,C123553222,363093.43,386161.47,0,0
4036,154,CASH_OUT,248717.48,C1541027443,24116.0,0.0,C1001651792,0.0,248717.48,0,0
4037,204,CASH_OUT,79752.99,C1190597037,0.0,0.0,C1640631447,126178.88,205931.88,0,0
4038,399,CASH_OUT,153928.19,C531039837,0.0,0.0,C1804967802,1450776.22,1604704.41,0,0
4039,22,CASH_OUT,192941.62,C73309117,16202.0,0.0,C601635869,1230153.51,1423095.13,0,0
4040,351,TRANSFER,1132241.56,C2079383020,8600.0,0.0,C186088867,0.0,1132241.56,0,0
4041,277,CASH_OUT,252772.96,C446697095,0.0,0.0,C1880680913,1197434.73,1450207.68,0,0
4042,206,CASH_OUT,213244.66,C245158538,0.0,0.0,C715341979,469169.57,682414.23,0,0
4043,404,CASH_OUT,208100.69,C1920682952,0.0,0.0,C110234430,7236187.53,7444288.21,0,0
4044,132,CASH_OUT,67473.71,C2079218766,0.0,0.0,C400353629,202166.0,622583.41,0,0
4045,304,CASH_OUT,299893.88,C1475729537,305351.75,5457.87,C2138542999,7060663.43,7262962.76,0,0
4046,330,CASH_OUT,69273.27,C868712842,38237.0,0.0,C1009964889,195767.64,265040.9,0,0
4047,202,CASH_OUT,116467.52,C1107687663,133696.0,17228.48,C458616290,0.0,116467.52,0,0
4048,331,CASH_OUT,83429.62,C1985631909,49229.0,0.0,C626192873,0.0,83429.62,0,0
4049,36,CASH_OUT,32639.84,C738964418,0.0,0.0,C1280915267,40543.43,73183.27,0,0
4050,204,CASH_OUT,232219.04,C400900837,146746.0,0.0,C878937621,0.0,232219.04,0,0
4051,304,TRANSFER,1586721.95,C1151328045,0.0,0.0,C1003737664,5013728.6,6600450.55,0,0
4052,138,CASH_OUT,284810.25,C1098684350,11599.0,0.0,C386397022,0.0,284810.25,0,0
4053,352,TRANSFER,625391.27,C1313660674,0.0,0.0,C1037346081,814314.75,1439706.02,0,0
4054,326,CASH_OUT,12180.09,C81055198,10814.0,0.0,C624557876,60286.35,72466.43,0,0
4055,546,CASH_OUT,142450.01,C666700480,50962.0,0.0,C366403858,1079445.28,1221895.29,0,0
4056,356,CASH_OUT,253945.55,C1786890676,8439.0,0.0,C766230869,16641.4,270586.94,0,0
4057,394,CASH_OUT,155671.21,C1004055014,0.0,0.0,C2069496380,316270.53,471941.75,0,0
4058,395,CASH_OUT,66039.78,C876407334,0.0,0.0,C1204044116,584837.14,650876.92,0,0
4059,283,CASH_OUT,46043.7,C1728827862,0.0,0.0,C169953233,8376753.93,8422797.64,0,0
4060,182,CASH_OUT,311993.26,C2009407166,1182.0,0.0,C1704409625,0.0,1883998.07,0,0
4061,274,CASH_OUT,273305.41,C483989751,30694.0,0.0,C1211139071,0.0,273305.41,0,0
4062,299,TRANSFER,2015884.06,C592213413,0.0,0.0,C2142307073,3931579.72,5947463.78,0,0
4063,369,CASH_OUT,27208.76,C728209425,0.0,0.0,C902357096,38387.73,65596.49,0,0
4064,34,CASH_OUT,552491.02,C1264740327,0.0,0.0,C491667964,3758045.16,4336800.14,0,0
4065,204,TRANSFER,712275.58,C1355582927,0.0,0.0,C1018325795,759553.25,1471828.83,0,0
4066,235,TRANSFER,228881.47,C634903208,0.0,0.0,C1883839983,968887.38,1197768.85,0,0
4067,356,CASH_OUT,14640.96,C833369140,0.0,0.0,C1923396181,174978.05,189619.02,0,0
4068,48,CASH_OUT,132227.99,C1530974824,0.0,0.0,C547423092,171067.25,303295.24,0,0
4069,354,CASH_OUT,35429.32,C378831504,19871.0,0.0,C1658922121,1221526.97,1256956.3,0,0
4070,154,CASH_OUT,449189.84,C8425041,0.0,0.0,C785811890,686417.38,1135607.22,0,0
4071,234,CASH_OUT,41652.55,C815803894,0.0,0.0,C1578764148,117476.81,159129.36,0,0
4072,451,TRANSFER,472727.82,C885232034,0.0,0.0,C2138042541,2624576.75,3097304.57,0,0
4073,251,CASH_OUT,221531.77,C846661406,1064.0,0.0,C2073577911,277237.7,498769.47,0,0
4074,594,CASH_OUT,114854.29,C2011968160,0.0,0.0,C1002819871,248774.87,363629.17,0,0
4075,259,CASH_OUT,92998.0,C240168230,20875.0,0.0,C880358682,315738.26,408736.26,0,0
4076,378,CASH_OUT,179491.06,C1643912228,141876.7,0.0,C592593207,11921413.53,12100904.6,0,0
4077,201,TRANSFER,68426.44,C1838454584,6180.0,0.0,C2109906453,1347523.45,1415949.89,0,0
4078,303,TRANSFER,27563766.41,C1981402616,0.0,0.0,C1430654561,66590800.11,94154566.52,0,0
4079,165,CASH_OUT,197518.0,C182092795,40270.0,0.0,C1810687903,0.0,197518.0,0,0
4080,212,CASH_OUT,222616.14,C522198178,0.0,0.0,C1627055761,5965170.21,6187786.35,0,0
4081,253,CASH_OUT,324727.25,C1694567325,42160.0,0.0,C447753708,350650.49,675377.74,0,0
4082,43,CASH_OUT,162806.53,C824769261,0.0,0.0,C1960441382,226401.68,389208.21,0,0
4083,138,CASH_OUT,152750.41,C779984320,0.0,0.0,C1506782127,7084503.82,7237254.23,0,0
4084,370,CASH_OUT,68098.4,C593555234,0.0,0.0,C1140738372,2037277.74,2105376.14,0,0
4085,332,CASH_OUT,117883.07,C1575399933,0.0,0.0,C1370768415,1139639.5,1257522.57,0,0
4086,234,CASH_OUT,128635.92,C1019747486,0.0,0.0,C1462306523,284336.87,412972.79,0,0
4087,260,CASH_OUT,107021.08,C1306657431,0.0,0.0,C1604191386,281765.06,388786.14,0,0
4088,18,CASH_OUT,22389.16,C1755995205,162.0,0.0,C1191955245,564545.43,644568.08,0,0
4089,273,CASH_OUT,269865.05,C766208878,8550.0,0.0,C1843699635,632489.27,902354.32,0,0
4090,155,CASH_OUT,367126.62,C627594188,0.0,0.0,C1736189812,886757.39,1253884.01,0,0
4091,40,TRANSFER,341073.38,C162600689,21440.0,0.0,C275663782,135820.29,476893.67,0,0
4092,187,CASH_OUT,135733.83,C1294404552,0.0,0.0,C866564987,948992.29,1084726.13,0,0
4093,41,CASH_OUT,146920.65,C148352298,12477.0,0.0,C517007641,171758.33,318678.98,0,0
4094,225,CASH_OUT,118352.33,C914128687,11564.0,0.0,C1625356171,0.0,118352.33,0,0
4095,18,TRANSFER,1087861.38,C1790857652,21617.0,0.0,C1357788580,0.0,1923664.91,0,0
4096,401,CASH_OUT,296461.37,C1731488911,84652.0,0.0,C112486282,10526366.11,10822827.48,0,0
4097,232,CASH_OUT,255141.37,C306062040,27502.0,0.0,C621104280,169524.97,424666.34,0,0
4098,235,CASH_OUT,365401.16,C866904549,0.0,0.0,C1686026200,573333.08,938734.24,0,0
4099,226,CASH_OUT,125965.92,C2069924192,0.0,0.0,C1588001639,330599.61,456565.53,0,0
4100,306,CASH_OUT,328776.11,C1735151562,12584.0,0.0,C1370924467,0.0,328776.11,0,0
4101,257,CASH_OUT,69841.75,C92555622,0.0,0.0,C2057346698,171329.28,241171.03,0,0
4102,43,CASH_OUT,97120.02,C52473064,117123.0,20002.98,C402337523,2826647.51,4006626.79,0,0
4103,212,CASH_OUT,85722.52,C839900183,0.0,0.0,C1046631929,2185525.92,2271248.44,0,0
4104,275,CASH_OUT,331605.87,C69817236,0.0,0.0,C255163174,747014.93,1078620.8,0,0
4105,283,CASH_OUT,259691.71,C459995814,22836.0,0.0,C341080094,2190220.3,2449912.01,0,0
4106,162,CASH_OUT,98500.97,C1638026737,7027.73,0.0,C1465968560,5778732.93,5877233.9,0,0
4107,212,CASH_OUT,308618.3,C1447160127,0.0,0.0,C1007848896,1172824.64,1481442.94,0,0
4108,347,CASH_OUT,248083.46,C18373376,0.0,0.0,C468338020,1109893.22,1357976.68,0,0
4109,162,CASH_OUT,371894.47,C144981857,0.0,0.0,C1220695329,1001936.78,1373831.26,0,0
4110,314,CASH_OUT,312911.73,C1799190277,0.0,0.0,C70091360,7745612.93,8058524.65,0,0
4111,307,TRANSFER,1378830.35,C1055097222,0.0,0.0,C1271098857,11276377.47,12458267.09,0,0
4112,587,CASH_OUT,111291.7,C767217637,0.0,0.0,C1765757989,425390.43,536682.13,0,0
4113,187,TRANSFER,225238.39,C1381083783,0.0,0.0,C1927465619,305309.23,530547.61,0,0
4114,42,CASH_OUT,24803.5,C1587750379,30619.0,5815.5,C1545770714,0.0,24803.5,0,0
4115,355,CASH_OUT,91404.93,C649361118,677.0,0.0,C72508193,35230.38,126635.32,0,0
4116,163,CASH_OUT,203049.14,C131257846,0.0,0.0,C447320069,5526346.66,5729395.79,0,0
4117,379,CASH_OUT,205064.36,C957417673,0.0,0.0,C304770826,3726912.09,3931976.45,0,0
4118,692,CASH_OUT,9453.13,C1064465572,90309.0,80855.87,C537034924,0.0,9453.13,0,0
4119,211,CASH_OUT,53560.43,C935697563,0.0,0.0,C1615009576,10879854.0,10933414.43,0,0
4120,139,CASH_OUT,22138.92,C64863237,4780.0,0.0,C1608044787,350894.0,373032.92,0,0
4121,310,CASH_OUT,46988.74,C1306035898,0.0,0.0,C417567326,2021855.54,2068844.28,0,0
4122,130,CASH_OUT,61047.17,C681677426,41408.0,0.0,C828041333,707813.06,768860.23,0,0
4123,546,CASH_OUT,101292.83,C978941067,0.0,0.0,C540670482,303934.26,405227.09,0,0
4124,156,TRANSFER,968229.93,C1903854125,1033.0,0.0,C2121144741,1685651.37,2653881.3,0,0
4125,399,CASH_OUT,331956.13,C2085425280,0.0,0.0,C1709348413,4627700.55,4959656.68,0,0
4126,474,TRANSFER,1234410.73,C1987147995,0.0,0.0,C1361663996,1451837.4,2686248.13,0,0
4127,359,TRANSFER,945496.66,C825755423,5770.33,0.0,C983456381,1676619.6,2622116.26,0,0
4128,40,TRANSFER,107740.8,C1731356763,0.0,0.0,C285187535,1269462.75,1377203.55,0,0
4129,207,CASH_OUT,245901.21,C2044989750,25708.0,0.0,C474166728,3327727.75,3573628.96,0,0
4130,184,CASH_OUT,140718.11,C904700298,0.0,0.0,C1253758209,290379.0,431097.11,0,0
4131,203,CASH_OUT,86846.22,C1380420538,1738.0,0.0,C2058243163,442492.78,529339.0,0,0
4132,177,TRANSFER,562179.97,C1466853095,1400.0,0.0,C968453819,0.0,562179.97,0,0
4133,352,TRANSFER,389552.33,C1920756769,12984.0,0.0,C858587858,0.0,389552.33,0,0
4134,206,CASH_OUT,108930.28,C972735379,69940.0,0.0,C1321640594,5133867.64,5242797.92,0,0
4135,393,CASH_OUT,434415.89,C1125560588,0.0,0.0,C1382509729,1439271.31,1873687.2,0,0
4136,36,TRANSFER,513039.17,C1712855750,0.0,0.0,C342889923,1012938.28,1525977.45,0,0
4137,236,CASH_OUT,168229.84,C631080916,7172.0,0.0,C677556052,0.0,168229.84,0,0
4138,140,CASH_OUT,538684.08,C1105831919,0.0,0.0,C1612658411,3368185.92,3906870.0,0,0
4139,182,CASH_OUT,366552.08,C1227012672,11346.0,0.0,C1986380677,923544.34,1290096.42,0,0
4140,375,TRANSFER,146764.46,C1638168209,0.0,0.0,C832539071,160300.27,307064.73,0,0
4141,351,TRANSFER,195367.66,C674615245,0.0,0.0,C2108999811,2703306.22,2898673.89,0,0
4142,356,TRANSFER,254638.56,C1485382430,0.0,0.0,C28544980,551136.67,805775.22,0,0
4143,159,CASH_OUT,90050.8,C1555849562,16035.0,0.0,C2025666546,0.0,90050.8,0,0
4144,375,TRANSFER,405542.83,C29181151,143798.0,0.0,C95601607,90441.87,495984.7,0,0
4145,324,CASH_OUT,141683.03,C1283425845,0.0,0.0,C2143721751,904095.22,1045778.24,0,0
4146,594,CASH_OUT,168050.56,C1716925954,33775.0,0.0,C1632179595,50198.34,218248.9,0,0
4147,229,TRANSFER,1215573.17,C1036028578,38986.0,0.0,C168113907,831415.77,2046988.94,0,0
4148,590,CASH_OUT,385287.39,C1268226964,33809.0,0.0,C1128870650,105583.27,490870.66,0,0
4149,399,TRANSFER,1686502.36,C486109754,149166.0,0.0,C784470088,0.0,1686502.36,0,0
4150,226,TRANSFER,2262393.98,C601615225,93310.0,0.0,C78389368,188658.45,2451052.43,0,0
4151,260,CASH_OUT,203996.98,C827511181,11012.0,0.0,C746894050,2786694.09,2990691.07,0,0
4152,42,CASH_OUT,185842.67,C753114471,0.0,0.0,C530330458,1437172.75,1623015.42,0,0
4153,297,TRANSFER,5328186.0,C1525981537,0.0,0.0,C2117830182,11759825.22,17088011.22,0,0
4154,358,CASH_OUT,166512.69,C1997773074,0.0,0.0,C2134918824,1522045.29,1688557.98,0,0
4155,131,CASH_OUT,368201.08,C1744749484,0.0,0.0,C717951588,1021009.36,1389210.44,0,0
4156,351,TRANSFER,677067.5,C546828667,216467.0,0.0,C1655359478,5458653.11,6135720.61,0,0
4157,140,TRANSFER,746222.12,C560030979,0.0,0.0,C241233381,4227795.16,4974017.28,0,0
4158,301,CASH_OUT,119967.2,C1346289988,646325.0,526357.8,C2129130481,20442.24,234952.17,0,0
4159,10,CASH_OUT,376378.31,C2097809656,0.0,0.0,C1926673338,2806329.12,3182707.43,0,0
4160,42,CASH_OUT,37892.12,C912890205,19185.0,0.0,C1367053354,185540.88,223432.99,0,0
4161,162,CASH_OUT,110237.95,C978159217,0.0,0.0,C1785278383,131389.74,241627.7,0,0
4162,160,CASH_OUT,242248.32,C90834214,0.0,0.0,C183170896,702566.91,944815.23,0,0
4163,346,TRANSFER,660118.25,C1747637659,0.0,0.0,C560859791,4887966.31,5548084.56,0,0
4164,42,CASH_OUT,166701.46,C2048756789,11563.0,0.0,C1330463220,0.0,166701.46,0,0
4165,331,CASH_OUT,178824.67,C1136164875,0.0,0.0,C708177505,869997.05,1048821.72,0,0
4166,331,CASH_OUT,141229.61,C873992405,6470.0,0.0,C1065295009,356466.98,497696.59,0,0
4167,331,CASH_OUT,106013.27,C1814952565,19950.0,0.0,C281436775,310759.4,416772.67,0,0
4168,204,CASH_OUT,115821.42,C1285354976,0.0,0.0,C1857886426,1464125.32,1579946.74,0,0
4169,230,CASH_OUT,53231.59,C1872734332,40670.0,0.0,C787271952,3435840.55,3489072.14,0,0
4170,287,TRANSFER,599298.32,C1325500727,0.0,0.0,C2025527407,1161706.76,1761005.08,0,0
4171,514,CASH_OUT,165943.04,C6226879,0.0,0.0,C906849645,270660.06,436603.09,0,0
4172,141,CASH_OUT,79488.63,C1683042223,0.0,0.0,C2106212860,105948.82,185437.45,0,0
4173,43,CASH_OUT,43648.92,C1293840479,571725.0,528076.08,C358693108,377231.23,420880.15,0,0
4174,299,CASH_OUT,68574.05,C38396538,0.0,0.0,C1660678439,2568586.46,2637160.51,0,0
4175,276,CASH_OUT,128498.25,C16443412,54671.0,0.0,C711057838,1151429.74,1279927.99,0,0
4176,514,TRANSFER,1080104.23,C123721477,51651.0,0.0,C100298628,363369.09,1443473.32,0,0
4177,280,CASH_OUT,220094.9,C521792011,139090.0,0.0,C1899518300,300618.6,520713.5,0,0
4178,228,CASH_OUT,3144.88,C593522493,0.0,0.0,C1623293412,3762954.63,3766099.51,0,0
4179,380,CASH_OUT,23053.0,C312974176,0.0,0.0,C1197430146,4330526.03,4353579.02,0,0
4180,137,TRANSFER,536303.81,C1150123105,0.0,0.0,C930723585,3765436.24,4301740.06,0,0
4181,348,CASH_OUT,136658.74,C828926274,0.0,0.0,C1585830687,325355.58,462014.31,0,0
4182,43,TRANSFER,858864.32,C1525965301,0.0,0.0,C1776020848,8385881.0,9150481.94,0,0
4183,426,CASH_OUT,258718.12,C1669495573,136053.0,0.0,C1354920773,728942.74,987660.86,0,0
4184,251,CASH_OUT,291881.02,C1282510192,121196.0,0.0,C1467913605,0.0,291881.02,0,0
4185,276,CASH_OUT,518786.47,C1814503399,0.0,0.0,C1773857376,9908007.35,10426793.81,0,0
4186,140,CASH_OUT,35372.86,C420507422,1984.0,0.0,C2095685960,0.0,35372.86,0,0
4187,283,CASH_OUT,116823.28,C1995875922,0.0,0.0,C617519408,1700222.72,1817046.0,0,0
4188,372,CASH_OUT,307978.06,C1409026354,143736.0,0.0,C1904167421,0.0,307978.06,0,0
4189,710,CASH_OUT,360590.75,C1419694908,39704.0,0.0,C314397463,107743.9,468334.65,0,0
4190,228,CASH_OUT,213590.8,C1475366266,19914.0,0.0,C1566104140,136546.87,350137.67,0,0
4191,39,CASH_OUT,443276.46,C2143093654,0.0,0.0,C1158891977,4482220.8,5481715.52,0,0
4192,158,CASH_OUT,210176.0,C303724171,0.0,0.0,C1267573167,664692.77,874868.77,0,0
4193,373,CASH_OUT,390843.43,C150876779,26368.0,0.0,C114942875,0.0,390843.43,0,0
4194,140,CASH_OUT,92272.79,C934623110,127073.42,34800.63,C1024874770,228649.58,320922.36,0,0
4195,156,CASH_OUT,444613.64,C1922759153,94982.0,0.0,C365619926,0.0,444613.64,0,0
4196,281,TRANSFER,240309.21,C1432709078,0.0,0.0,C98385076,1205950.59,1446259.8,0,0
4197,323,CASH_OUT,336640.82,C939807917,0.0,0.0,C1997477207,636187.76,972828.58,0,0
4198,206,CASH_OUT,110381.42,C1120461098,1017.0,0.0,C106338684,1921.93,112303.36,0,0
4199,207,CASH_OUT,93054.55,C1964139074,145851.0,52796.45,C257108016,275521.07,368575.62,0,0
4200,144,CASH_OUT,180709.82,C230387604,0.0,0.0,C1882339459,759197.36,939907.18,0,0
4201,347,CASH_OUT,128759.83,C1933715608,0.0,0.0,C223212406,422518.01,551277.84,0,0
4202,298,CASH_OUT,8821.44,C926501899,0.0,0.0,C22660334,126929.32,135750.76,0,0
4203,204,CASH_OUT,238578.18,C809441709,41879.0,0.0,C576262303,78398.23,316976.41,0,0
4204,401,CASH_OUT,504790.66,C966753129,0.0,0.0,C725878454,1272058.2,1776848.85,0,0
4205,40,TRANSFER,122262.63,C228619578,205046.0,82783.37,C1262402569,33169.47,155432.11,0,0
4206,235,CASH_OUT,141386.69,C1842936031,0.0,0.0,C1863769929,699073.99,840460.67,0,0
4207,420,TRANSFER,1151779.74,C1955867652,0.0,0.0,C1130340366,7800180.6,8951960.34,0,0
4208,372,CASH_OUT,9907.29,C933521610,0.0,0.0,C751878883,164713.69,174620.99,0,0
4209,201,CASH_OUT,161843.26,C1318924964,511099.0,349255.74,C1082019778,1217416.01,1379259.28,0,0
4210,383,CASH_OUT,76701.77,C1559621637,0.0,0.0,C839794597,7964225.22,8040926.99,0,0
4211,303,TRANSFER,990891.39,C1615419750,0.0,0.0,C565611455,1228577.08,2219468.48,0,0
